Scenario,Område,Kilde,Parameter,Verdi (tonn)
Scenario_B,001,Bebygd,TDP,1.0118045894307148
Scenario_B,001,Bebygd,TOC,64.74298034254376
Scenario_B,001,Bebygd,TON,7.482436320640683
Scenario_B,001,Bebygd,TOTN,22.24815017342514
Scenario_B,001,Bebygd,TOTP,1.443960596893879
Scenario_B,001,Bebygd,TPP,0.43215600746316446
Scenario_B,001,Industri,DIN,22.8818
Scenario_B,001,Industri,SS,367.6666666666667
Scenario_B,001,Industri,TDP,4.035
Scenario_B,001,Industri,TOC,604.6666666666666
Scenario_B,001,Industri,TON,53.39086666666666
Scenario_B,001,Industri,TOTN,76.27266666666667
Scenario_B,001,Industri,TOTP,8.07
Scenario_B,001,Industri,TPP,4.035
Scenario_B,001,Jordbruk,DIN,403.9675231760816
Scenario_B,001,Jordbruk,SS,2895.8371453853783
Scenario_B,001,Jordbruk,TDP,3.2241509029609574
Scenario_B,001,Jordbruk,TOC,6.596643236248152
Scenario_B,001,Jordbruk,TON,132.1337161919831
Scenario_B,001,Jordbruk,TOTN,536.1012393680647
Scenario_B,001,Jordbruk,TOTP,7.334678540671227
Scenario_B,001,Jordbruk,TPP,4.110527637710269
Scenario_B,001,Kommunalt avløp,DIN,32.375788792428885
Scenario_B,001,Kommunalt avløp,SS,62.21036724715702
Scenario_B,001,Kommunalt avløp,TDP,0.7591585481337878
Scenario_B,001,Kommunalt avløp,TOC,45.88868463671849
Scenario_B,001,Kommunalt avløp,TON,11.080544121317068
Scenario_B,001,Kommunalt avløp,TOTN,43.45633291374596
Scenario_B,001,Kommunalt avløp,TOTP,1.5867585221574447
Scenario_B,001,Kommunalt avløp,TPP,0.8275999740236569
Scenario_B,001,Spredt avløp,DIN,13.181853421124265
Scenario_B,001,Spredt avløp,SS,1115.0929143459605
Scenario_B,001,Spredt avløp,TDP,0.6255047219512344
Scenario_B,001,Spredt avløp,TOC,34.15090054660423
Scenario_B,001,Spredt avløp,TON,3.8353781926041286
Scenario_B,001,Spredt avløp,TOTN,17.017231613728395
Scenario_B,001,Spredt avløp,TOTP,0.9057538070294519
Scenario_B,001,Spredt avløp,TPP,0.2802490850782174
Scenario_B,002,Bakgrunn,DIN,1721.1680945278115
Scenario_B,002,Bakgrunn,SS,15608.548087082221
Scenario_B,002,Bakgrunn,TDP,30.797327741620546
Scenario_B,002,Bakgrunn,TOC,98046.34774300722
Scenario_B,002,Bakgrunn,TON,3720.6582424628687
Scenario_B,002,Bakgrunn,TOTN,5441.826336990681
Scenario_B,002,Bakgrunn,TOTP,65.79738721984684
Scenario_B,002,Bakgrunn,TPP,35.00005947822631
Scenario_B,002,Bebygd,DIN,310.52599955872284
Scenario_B,002,Bebygd,SS,5878.2489663592505
Scenario_B,002,Bebygd,TDP,19.428332829192204
Scenario_B,002,Bebygd,TOC,1278.1808399372005
Scenario_B,002,Bebygd,TON,147.00964712759298
Scenario_B,002,Bebygd,TOTN,457.5356466863159
Scenario_B,002,Bebygd,TOTP,25.121004005316724
Scenario_B,002,Bebygd,TPP,5.69267117612452
Scenario_B,002,Industri,DIN,47.80296959223284
Scenario_B,002,Industri,SS,269.3489890518854
Scenario_B,002,Industri,TDP,6.056703470019111
Scenario_B,002,Industri,TOC,4575.474829404098
Scenario_B,002,Industri,TON,133.34020113264083
Scenario_B,002,Industri,TOTN,181.14317072487367
Scenario_B,002,Industri,TOTP,11.92206844439565
Scenario_B,002,Industri,TPP,5.865364974376541
Scenario_B,002,Jordbruk,DIN,6946.874836156487
Scenario_B,002,Jordbruk,SS,175831.72709864736
Scenario_B,002,Jordbruk,TDP,60.78629172112079
Scenario_B,002,Jordbruk,TOC,2647.915571782893
Scenario_B,002,Jordbruk,TON,2005.7044215352842
Scenario_B,002,Jordbruk,TOTN,8952.57925769177
Scenario_B,002,Jordbruk,TOTP,257.99730921616384
Scenario_B,002,Jordbruk,TPP,197.21101749504305
Scenario_B,002,Kommunalt avløp,DIN,642.9341336652452
Scenario_B,002,Kommunalt avløp,SS,640.2464971337266
Scenario_B,002,Kommunalt avløp,TDP,13.669928384197396
Scenario_B,002,Kommunalt avløp,TOC,749.7060382330287
Scenario_B,002,Kommunalt avløp,TON,196.48114058631174
Scenario_B,002,Kommunalt avløp,TOTN,839.415274251557
Scenario_B,002,Kommunalt avløp,TOTP,24.71744100740452
Scenario_B,002,Kommunalt avløp,TPP,11.047512623207124
Scenario_B,002,Spredt avløp,DIN,251.9225965766129
Scenario_B,002,Spredt avløp,SS,5773.514715923694
Scenario_B,002,Spredt avløp,TDP,13.347269816595393
Scenario_B,002,Spredt avløp,TOC,736.0152379629232
Scenario_B,002,Spredt avløp,TON,70.20754442458876
Scenario_B,002,Spredt avløp,TOTN,322.1301410012017
Scenario_B,002,Spredt avløp,TOTP,20.099508412240862
Scenario_B,002,Spredt avløp,TPP,6.752238595645468
Scenario_B,003,Bakgrunn,DIN,73.48798662794745
Scenario_B,003,Bakgrunn,SS,375.43162851698435
Scenario_B,003,Bakgrunn,TDP,0.8325287502651179
Scenario_B,003,Bakgrunn,TOC,3938.4764132882374
Scenario_B,003,Bakgrunn,TON,94.45012257415722
Scenario_B,003,Bakgrunn,TOTN,167.93810920210464
Scenario_B,003,Bakgrunn,TOTP,1.8119383910662732
Scenario_B,003,Bakgrunn,TPP,0.9794096408011556
Scenario_B,003,Bebygd,DIN,28.29119334480214
Scenario_B,003,Bebygd,SS,789.3482042527194
Scenario_B,003,Bebygd,TDP,2.019039235778417
Scenario_B,003,Bebygd,TOC,141.77434202739485
Scenario_B,003,Bebygd,TON,13.62550088496942
Scenario_B,003,Bebygd,TOTN,41.91669422977156
Scenario_B,003,Bebygd,TOTP,2.9458167848496117
Scenario_B,003,Bebygd,TPP,0.9267775490711944
Scenario_B,003,Industri,SS,2.267333333333333
Scenario_B,003,Industri,TDP,0.019
Scenario_B,003,Industri,TOC,1.4588
Scenario_B,003,Industri,TOTP,0.038
Scenario_B,003,Industri,TPP,0.019
Scenario_B,003,Jordbruk,DIN,421.1358801984832
Scenario_B,003,Jordbruk,SS,3053.2482879897484
Scenario_B,003,Jordbruk,TDP,5.017969841377205
Scenario_B,003,Jordbruk,TOC,37.25773832408909
Scenario_B,003,Jordbruk,TON,127.33699456853829
Scenario_B,003,Jordbruk,TOTN,548.4728747670215
Scenario_B,003,Jordbruk,TOTP,14.332282036615725
Scenario_B,003,Jordbruk,TPP,9.314312195238521
Scenario_B,003,Kommunalt avløp,DIN,39.58931346010778
Scenario_B,003,Kommunalt avløp,SS,112.42341442735015
Scenario_B,003,Kommunalt avløp,TDP,1.4630026647212475
Scenario_B,003,Kommunalt avløp,TOC,69.78736825673944
Scenario_B,003,Kommunalt avløp,TON,12.488672129420587
Scenario_B,003,Kommunalt avløp,TOTN,52.07798558952837
Scenario_B,003,Kommunalt avløp,TOTP,3.241070177052201
Scenario_B,003,Kommunalt avløp,TPP,1.778067512330954
Scenario_B,003,Spredt avløp,DIN,10.008936068926689
Scenario_B,003,Spredt avløp,SS,227.92934478021894
Scenario_B,003,Spredt avløp,TDP,0.8359446141538306
Scenario_B,003,Spredt avløp,TOC,38.60770643241029
Scenario_B,003,Spredt avløp,TON,3.5885708228798827
Scenario_B,003,Spredt avløp,TOTN,13.597506891806573
Scenario_B,003,Spredt avløp,TOTP,1.2325252655443755
Scenario_B,003,Spredt avløp,TPP,0.39658065139054477
Scenario_B,004,Akvakultur,DIN,0.002766666666666667
Scenario_B,004,Akvakultur,TDP,0.00019999999999999998
Scenario_B,004,Akvakultur,TOC,0.019233333333333335
Scenario_B,004,Akvakultur,TON,0.0012333333333333335
Scenario_B,004,Akvakultur,TOTN,0.004
Scenario_B,004,Akvakultur,TOTP,0.0007000000000000001
Scenario_B,004,Akvakultur,TPP,0.0005
Scenario_B,004,Bakgrunn,DIN,29.672065523826777
Scenario_B,004,Bakgrunn,SS,485.8113394059551
Scenario_B,004,Bakgrunn,TDP,0.3430249797268046
Scenario_B,004,Bakgrunn,TOC,1537.975400159254
Scenario_B,004,Bakgrunn,TON,25.151262528510852
Scenario_B,004,Bakgrunn,TOTN,54.82332805233764
Scenario_B,004,Bakgrunn,TOTP,1.4346054879782377
Scenario_B,004,Bakgrunn,TPP,1.0915805082514332
Scenario_B,004,Bebygd,DIN,14.306766666666666
Scenario_B,004,Bebygd,SS,510.95436666666666
Scenario_B,004,Bebygd,TDP,0.9197333333333333
Scenario_B,004,Bebygd,TOC,71.53366666666666
Scenario_B,004,Bebygd,TON,6.1315
Scenario_B,004,Bebygd,TOTN,20.438266666666667
Scenario_B,004,Bebygd,TOTP,1.5329666666666668
Scenario_B,004,Bebygd,TPP,0.6132333333333334
Scenario_B,004,Jordbruk,DIN,218.48278971444105
Scenario_B,004,Jordbruk,SS,8990.886091527535
Scenario_B,004,Jordbruk,TDP,2.1637509796050227
Scenario_B,004,Jordbruk,TOC,90.22732943398445
Scenario_B,004,Jordbruk,TON,54.993562756597576
Scenario_B,004,Jordbruk,TOTN,273.47635247103864
Scenario_B,004,Jordbruk,TOTP,16.221992895695532
Scenario_B,004,Jordbruk,TPP,14.058241916090507
Scenario_B,004,Kommunalt avløp,DIN,24.965433333333333
Scenario_B,004,Kommunalt avløp,SS,61.153
Scenario_B,004,Kommunalt avløp,TDP,0.6716000000000001
Scenario_B,004,Kommunalt avløp,TOC,32.90513333333333
Scenario_B,004,Kommunalt avløp,TON,7.450366666666667
Scenario_B,004,Kommunalt avløp,TOTN,32.4158
Scenario_B,004,Kommunalt avløp,TOTP,1.5704333333333331
Scenario_B,004,Kommunalt avløp,TPP,0.8988333333333333
Scenario_B,004,Spredt avløp,DIN,8.698733333333333
Scenario_B,004,Spredt avløp,SS,224.45985231249998
Scenario_B,004,Spredt avløp,TDP,0.5315
Scenario_B,004,Spredt avløp,TOC,35.324466666666666
Scenario_B,004,Spredt avløp,TON,2.6021666666666667
Scenario_B,004,Spredt avløp,TOTN,11.3009
Scenario_B,004,Spredt avløp,TOTP,1.1170333333333333
Scenario_B,004,Spredt avløp,TPP,0.5855333333333334
Scenario_B,005,Bakgrunn,DIN,20.859407237290927
Scenario_B,005,Bakgrunn,SS,176.27899480098077
Scenario_B,005,Bakgrunn,TDP,0.2554811299050869
Scenario_B,005,Bakgrunn,TOC,1271.7046650366344
Scenario_B,005,Bakgrunn,TON,25.506153243777423
Scenario_B,005,Bakgrunn,TOTN,46.36556048106835
Scenario_B,005,Bakgrunn,TOTP,0.8504579234281254
Scenario_B,005,Bakgrunn,TPP,0.5949767935230384
Scenario_B,005,Bebygd,DIN,19.760159507057484
Scenario_B,005,Bebygd,SS,476.1576281787823
Scenario_B,005,Bebygd,TDP,1.4340399370598924
Scenario_B,005,Bebygd,TOC,99.55439623464262
Scenario_B,005,Bebygd,TON,9.734789934706681
Scenario_B,005,Bebygd,TOTN,29.494949441764167
Scenario_B,005,Bebygd,TOTP,2.021623834094766
Scenario_B,005,Bebygd,TPP,0.5875838970348733
Scenario_B,005,Jordbruk,DIN,114.58590453341894
Scenario_B,005,Jordbruk,SS,1550.4440852623195
Scenario_B,005,Jordbruk,TDP,1.3260399135992975
Scenario_B,005,Jordbruk,TOC,34.05821145666857
Scenario_B,005,Jordbruk,TON,35.69226678972394
Scenario_B,005,Jordbruk,TOTN,150.27817132314286
Scenario_B,005,Jordbruk,TOTP,4.076964118867032
Scenario_B,005,Jordbruk,TPP,2.7509242052677347
Scenario_B,005,Kommunalt avløp,DIN,40.681670126933334
Scenario_B,005,Kommunalt avløp,SS,110.68622719053333
Scenario_B,005,Kommunalt avløp,TDP,0.8686998385333333
Scenario_B,005,Kommunalt avløp,TOC,74.62441033496667
Scenario_B,005,Kommunalt avløp,TON,12.9787729094
Scenario_B,005,Kommunalt avløp,TOTN,53.660443036333334
Scenario_B,005,Kommunalt avløp,TOTP,2.2168744888000003
Scenario_B,005,Kommunalt avløp,TPP,1.3481746502666667
Scenario_B,005,Spredt avløp,DIN,9.754758828936144
Scenario_B,005,Spredt avløp,SS,148.66176447118397
Scenario_B,005,Spredt avløp,TDP,1.016495947249955
Scenario_B,005,Spredt avløp,TOC,52.703140781660636
Scenario_B,005,Spredt avløp,TON,4.525634955999309
Scenario_B,005,Spredt avløp,TOTN,14.28039378493545
Scenario_B,005,Spredt avløp,TOTP,1.7862548171139927
Scenario_B,005,Spredt avløp,TPP,0.7697588698640372
Scenario_B,006,Bakgrunn,DIN,17.729339248898594
Scenario_B,006,Bakgrunn,SS,96.90393740524051
Scenario_B,006,Bakgrunn,TDP,0.2793261085486078
Scenario_B,006,Bakgrunn,TOC,1560.2201925680808
Scenario_B,006,Bakgrunn,TON,41.114660545325385
Scenario_B,006,Bakgrunn,TOTN,58.843999794223976
Scenario_B,006,Bakgrunn,TOTP,0.6506909913230094
Scenario_B,006,Bakgrunn,TPP,0.3713648827744018
Scenario_B,006,Bebygd,DIN,63.059138829961114
Scenario_B,006,Bebygd,SS,2073.3656540411453
Scenario_B,006,Bebygd,TDP,4.205670789152588
Scenario_B,006,Bebygd,TOC,313.31129590266
Scenario_B,006,Bebygd,TON,28.1216659205847
Scenario_B,006,Bebygd,TOTN,91.18080475054582
Scenario_B,006,Bebygd,TOTP,6.559188148091117
Scenario_B,006,Bebygd,TPP,2.3535173589385283
Scenario_B,006,Industri,SS,72.62533333333333
Scenario_B,006,Jordbruk,DIN,9.998367826324731
Scenario_B,006,Jordbruk,SS,141.62817770083697
Scenario_B,006,Jordbruk,TDP,0.23794310211962263
Scenario_B,006,Jordbruk,TOC,0.6252076325119794
Scenario_B,006,Jordbruk,TON,3.093782974903051
Scenario_B,006,Jordbruk,TOTN,13.092150801227781
Scenario_B,006,Jordbruk,TOTP,0.6871825492526459
Scenario_B,006,Jordbruk,TPP,0.4492394471330232
Scenario_B,006,Kommunalt avløp,DIN,178.91656561283435
Scenario_B,006,Kommunalt avløp,SS,453.5275003645996
Scenario_B,006,Kommunalt avløp,TDP,7.572524579141864
Scenario_B,006,Kommunalt avløp,TOC,352.90618937560566
Scenario_B,006,Kommunalt avløp,TON,56.499001615819544
Scenario_B,006,Kommunalt avløp,TOTN,235.41556722865388
Scenario_B,006,Kommunalt avløp,TOTP,16.827889745207216
Scenario_B,006,Kommunalt avløp,TPP,9.255365166065351
Scenario_B,006,Spredt avløp,DIN,0.8324530900432993
Scenario_B,006,Spredt avløp,SS,243.17228659676263
Scenario_B,006,Spredt avløp,TDP,0.06714421963748167
Scenario_B,006,Spredt avløp,TOC,5.556370622606738
Scenario_B,006,Spredt avløp,TON,0.5514203499881822
Scenario_B,006,Spredt avløp,TOTN,1.3838734400314816
Scenario_B,006,Spredt avløp,TOTP,0.13130885013250904
Scenario_B,006,Spredt avløp,TPP,0.06416463049502737
Scenario_B,007,Bakgrunn,DIN,14.063366942395348
Scenario_B,007,Bakgrunn,SS,166.8059150511834
Scenario_B,007,Bakgrunn,TDP,0.25236162337839063
Scenario_B,007,Bakgrunn,TOC,1474.4344857711449
Scenario_B,007,Bakgrunn,TON,33.559834065336894
Scenario_B,007,Bakgrunn,TOTN,47.62320100773224
Scenario_B,007,Bakgrunn,TOTP,0.7860442407600683
Scenario_B,007,Bakgrunn,TPP,0.5336826173816777
Scenario_B,007,Bebygd,DIN,21.52936269733333
Scenario_B,007,Bebygd,SS,715.0333104373999
Scenario_B,007,Bebygd,TDP,1.3919741721333334
Scenario_B,007,Bebygd,TOC,104.04944257160001
Scenario_B,007,Bebygd,TON,9.393949216466666
Scenario_B,007,Bebygd,TOTN,30.923311913800003
Scenario_B,007,Bebygd,TOTP,2.124262579533333
Scenario_B,007,Bebygd,TPP,0.7322884074
Scenario_B,007,Jordbruk,DIN,12.872877600985033
Scenario_B,007,Jordbruk,SS,293.56137815781494
Scenario_B,007,Jordbruk,TDP,0.23639942701717467
Scenario_B,007,Jordbruk,TOC,0.9805173529253753
Scenario_B,007,Jordbruk,TON,3.8266628274584917
Scenario_B,007,Jordbruk,TOTN,16.699540428443523
Scenario_B,007,Jordbruk,TOTP,0.8692089427275604
Scenario_B,007,Jordbruk,TPP,0.6328095157103858
Scenario_B,007,Kommunalt avløp,DIN,0.011123128400000001
Scenario_B,007,Kommunalt avløp,SS,0.007880764799999999
Scenario_B,007,Kommunalt avløp,TOC,0.0049609336
Scenario_B,007,Kommunalt avløp,TON,0.0012709957
Scenario_B,007,Kommunalt avløp,TOTN,0.0123941241
Scenario_B,007,Kommunalt avløp,TOTP,5.78763999999999e-05
Scenario_B,007,Kommunalt avløp,TPP,5.78763999999999e-05
Scenario_B,007,Spredt avløp,DIN,0.8876761330368302
Scenario_B,007,Spredt avløp,SS,107.98444752252531
Scenario_B,007,Spredt avløp,TDP,0.06847582958140187
Scenario_B,007,Spredt avløp,TOC,5.874104264795477
Scenario_B,007,Spredt avløp,TON,0.5603221748161363
Scenario_B,007,Spredt avløp,TOTN,1.4479983078529663
Scenario_B,007,Spredt avløp,TOTP,0.14737251284077502
Scenario_B,007,Spredt avløp,TPP,0.07889668325937317
Scenario_B,008,Bakgrunn,DIN,17.095569600995063
Scenario_B,008,Bakgrunn,SS,260.7838230494484
Scenario_B,008,Bakgrunn,TDP,0.284871961307123
Scenario_B,008,Bakgrunn,TOC,1535.3149147187578
Scenario_B,008,Bakgrunn,TON,33.16913667711004
Scenario_B,008,Bakgrunn,TOTN,50.26470627810511
Scenario_B,008,Bakgrunn,TOTP,1.0464858499676664
Scenario_B,008,Bakgrunn,TPP,0.7616138886605435
Scenario_B,008,Bebygd,DIN,39.4586401564877
Scenario_B,008,Bebygd,SS,1313.1797836350036
Scenario_B,008,Bebygd,TDP,2.5612182063302886
Scenario_B,008,Bebygd,TOC,193.65904731708474
Scenario_B,008,Bebygd,TON,17.22345070115658
Scenario_B,008,Bebygd,TOTN,56.682090857644276
Scenario_B,008,Bebygd,TOTP,4.054926266068653
Scenario_B,008,Bebygd,TPP,1.493708059738365
Scenario_B,008,Jordbruk,DIN,48.719527349628464
Scenario_B,008,Jordbruk,SS,1662.7528547186976
Scenario_B,008,Jordbruk,TDP,0.6884872788680502
Scenario_B,008,Jordbruk,TOC,27.895909189605508
Scenario_B,008,Jordbruk,TON,13.084944916374804
Scenario_B,008,Jordbruk,TOTN,61.804472266003266
Scenario_B,008,Jordbruk,TOTP,3.382864132853905
Scenario_B,008,Jordbruk,TPP,2.6943768539858546
Scenario_B,008,Kommunalt avløp,DIN,0.4055666666666667
Scenario_B,008,Kommunalt avløp,SS,0.1632333333333333
Scenario_B,008,Kommunalt avløp,TDP,0.0005
Scenario_B,008,Kommunalt avløp,TOC,0.19223333333333334
Scenario_B,008,Kommunalt avløp,TON,0.045066666666666665
Scenario_B,008,Kommunalt avløp,TOTN,0.4506333333333334
Scenario_B,008,Kommunalt avløp,TOTP,0.0037333333333333333
Scenario_B,008,Kommunalt avløp,TPP,0.0032333333333333333
Scenario_B,008,Spredt avløp,DIN,2.800917387347138
Scenario_B,008,Spredt avløp,SS,120.34544642651156
Scenario_B,008,Spredt avløp,TDP,0.16300211721155217
Scenario_B,008,Spredt avløp,TOC,10.18891847056866
Scenario_B,008,Spredt avløp,TON,0.7344361264293852
Scenario_B,008,Spredt avløp,TOTN,3.535353513776523
Scenario_B,008,Spredt avløp,TOTP,0.3392831412925677
Scenario_B,008,Spredt avløp,TPP,0.17628102408101556
Scenario_B,009,Bakgrunn,DIN,16.523726307380876
Scenario_B,009,Bakgrunn,SS,200.64410756998913
Scenario_B,009,Bakgrunn,TDP,0.24605751848135818
Scenario_B,009,Bakgrunn,TOC,1178.9585593046706
Scenario_B,009,Bakgrunn,TON,27.512330313405965
Scenario_B,009,Bakgrunn,TOTN,44.03605662078684
Scenario_B,009,Bakgrunn,TOTP,0.7040823977466527
Scenario_B,009,Bakgrunn,TPP,0.45802487926529456
Scenario_B,009,Bebygd,DIN,24.643060941467173
Scenario_B,009,Bebygd,SS,682.2027988503356
Scenario_B,009,Bebygd,TDP,1.6590831645350939
Scenario_B,009,Bebygd,TOC,113.17771136991571
Scenario_B,009,Bebygd,TON,11.471862230682818
Scenario_B,009,Bebygd,TOTN,36.11492317214999
Scenario_B,009,Bebygd,TOTP,2.328456757144622
Scenario_B,009,Bebygd,TPP,0.6693735926095282
Scenario_B,009,Industri,DIN,5.803333333333334
Scenario_B,009,Industri,SS,3.1300000000000003
Scenario_B,009,Industri,TOC,49.06666666666666
Scenario_B,009,Industri,TON,52.23
Scenario_B,009,Industri,TOTN,58.03333333333333
Scenario_B,009,Jordbruk,DIN,67.61395999499234
Scenario_B,009,Jordbruk,SS,4842.010138645115
Scenario_B,009,Jordbruk,TDP,1.0236666140596613
Scenario_B,009,Jordbruk,TOC,95.42980812203274
Scenario_B,009,Jordbruk,TON,18.82963269407425
Scenario_B,009,Jordbruk,TOTN,86.44359268906659
Scenario_B,009,Jordbruk,TOTP,6.124859607773502
Scenario_B,009,Jordbruk,TPP,5.10119299371384
Scenario_B,009,Kommunalt avløp,DIN,375.5770972766666
Scenario_B,009,Kommunalt avløp,SS,1364.3802101005333
Scenario_B,009,Kommunalt avløp,TDP,15.179551233466668
Scenario_B,009,Kommunalt avløp,TOC,631.0733761442667
Scenario_B,009,Kommunalt avløp,TON,119.18342578053334
Scenario_B,009,Kommunalt avløp,TOTN,494.76052305720003
Scenario_B,009,Kommunalt avløp,TOTP,33.87493847703334
Scenario_B,009,Kommunalt avløp,TPP,18.695387243566667
Scenario_B,009,Spredt avløp,DIN,5.89741838814759
Scenario_B,009,Spredt avløp,SS,207.86765727553328
Scenario_B,009,Spredt avløp,TDP,0.7768649198639895
Scenario_B,009,Spredt avløp,TOC,24.109127415126864
Scenario_B,009,Spredt avløp,TON,3.071951228295943
Scenario_B,009,Spredt avløp,TOTN,8.969369616443533
Scenario_B,009,Spredt avløp,TOTP,1.0637582905162486
Scenario_B,009,Spredt avløp,TPP,0.2868933706522592
Scenario_B,010,Bakgrunn,DIN,9.077835366408655
Scenario_B,010,Bakgrunn,SS,122.06336555137985
Scenario_B,010,Bakgrunn,TDP,0.13740343261956958
Scenario_B,010,Bakgrunn,TOC,791.5934284998597
Scenario_B,010,Bakgrunn,TON,16.006352546177386
Scenario_B,010,Bakgrunn,TOTN,25.084187912586042
Scenario_B,010,Bakgrunn,TOTP,0.514457877678662
Scenario_B,010,Bakgrunn,TPP,0.3770544450590924
Scenario_B,010,Bebygd,DIN,4.652410890584606
Scenario_B,010,Bebygd,SS,155.91098720539432
Scenario_B,010,Bebygd,TDP,0.3129191899164794
Scenario_B,010,Bebygd,TOC,23.50500156674425
Scenario_B,010,Bebygd,TON,2.0818715432872783
Scenario_B,010,Bebygd,TOTN,6.734282433871885
Scenario_B,010,Bebygd,TOTP,0.4977097295786424
Scenario_B,010,Bebygd,TPP,0.18479053966216305
Scenario_B,010,Jordbruk,DIN,36.72113028089865
Scenario_B,010,Jordbruk,SS,1127.620233294225
Scenario_B,010,Jordbruk,TDP,0.49089843196901906
Scenario_B,010,Jordbruk,TOC,10.655902391098625
Scenario_B,010,Jordbruk,TON,10.410190746848814
Scenario_B,010,Jordbruk,TOTN,47.13132102774747
Scenario_B,010,Jordbruk,TOTP,2.1738798313556664
Scenario_B,010,Jordbruk,TPP,1.6829813993866471
Scenario_B,010,Kommunalt avløp,DIN,10.701
Scenario_B,010,Kommunalt avløp,SS,10.2303
Scenario_B,010,Kommunalt avløp,TDP,0.0587
Scenario_B,010,Kommunalt avløp,TOC,14.890733333333335
Scenario_B,010,Kommunalt avløp,TON,3.874333333333334
Scenario_B,010,Kommunalt avløp,TOTN,14.575333333333333
Scenario_B,010,Kommunalt avløp,TOTP,0.17263333333333333
Scenario_B,010,Kommunalt avløp,TPP,0.11393333333333333
Scenario_B,010,Spredt avløp,DIN,1.6976401684589912
Scenario_B,010,Spredt avløp,SS,88.02898946834462
Scenario_B,010,Spredt avløp,TDP,0.2516585850486878
Scenario_B,010,Spredt avløp,TOC,7.679639563746775
Scenario_B,010,Spredt avløp,TON,0.872208118982677
Scenario_B,010,Spredt avløp,TOTN,2.5698482874416686
Scenario_B,010,Spredt avløp,TOTP,0.359536009889303
Scenario_B,010,Spredt avløp,TPP,0.10787742484061519
Scenario_B,011,Bakgrunn,DIN,29.59155441927471
Scenario_B,011,Bakgrunn,SS,432.6576291869523
Scenario_B,011,Bakgrunn,TDP,0.4595618124225716
Scenario_B,011,Bakgrunn,TOC,2156.5399586388335
Scenario_B,011,Bakgrunn,TON,47.928361150995954
Scenario_B,011,Bakgrunn,TOTN,77.51991557027067
Scenario_B,011,Bakgrunn,TOTP,1.7054230065509266
Scenario_B,011,Bakgrunn,TPP,1.2458611941283548
Scenario_B,011,Bebygd,DIN,15.475966666666666
Scenario_B,011,Bebygd,SS,552.7141666666666
Scenario_B,011,Bebygd,TDP,0.9949666666666667
Scenario_B,011,Bebygd,TOC,77.38003333333334
Scenario_B,011,Bebygd,TON,6.632566666666666
Scenario_B,011,Bebygd,TOTN,22.108533333333337
Scenario_B,011,Bebygd,TOTP,1.6582000000000001
Scenario_B,011,Bebygd,TPP,0.6632333333333333
Scenario_B,011,Jordbruk,DIN,112.04129218382651
Scenario_B,011,Jordbruk,SS,12963.078622151244
Scenario_B,011,Jordbruk,TDP,2.39771785756836
Scenario_B,011,Jordbruk,TOC,249.14289776699465
Scenario_B,011,Jordbruk,TON,29.386335353900197
Scenario_B,011,Jordbruk,TOTN,141.42762753772672
Scenario_B,011,Jordbruk,TOTP,22.97427965483696
Scenario_B,011,Jordbruk,TPP,20.576561797268596
Scenario_B,011,Kommunalt avløp,DIN,25.2466
Scenario_B,011,Kommunalt avløp,SS,50.64586666666667
Scenario_B,011,Kommunalt avløp,TDP,0.3786333333333333
Scenario_B,011,Kommunalt avløp,TOC,46.28446666666667
Scenario_B,011,Kommunalt avløp,TON,8.027833333333334
Scenario_B,011,Kommunalt avløp,TOTN,33.274433333333334
Scenario_B,011,Kommunalt avløp,TOTP,0.9836
Scenario_B,011,Kommunalt avløp,TPP,0.6049666666666665
Scenario_B,011,Spredt avløp,DIN,7.408880098
Scenario_B,011,Spredt avløp,SS,521.848883308786
Scenario_B,011,Spredt avløp,TDP,0.9035759073999999
Scenario_B,011,Spredt avløp,TOC,30.1626843741
Scenario_B,011,Spredt avløp,TON,3.241031396266667
Scenario_B,011,Spredt avløp,TOTN,10.649911494266668
Scenario_B,011,Spredt avløp,TOTP,1.4770790958
Scenario_B,011,Spredt avløp,TPP,0.5735031884
Scenario_B,012,Bakgrunn,DIN,566.0150641027673
Scenario_B,012,Bakgrunn,SS,3598.1925319236416
Scenario_B,012,Bakgrunn,TDP,12.197824951798182
Scenario_B,012,Bakgrunn,TOC,28455.684117069806
Scenario_B,012,Bakgrunn,TON,1467.457234993295
Scenario_B,012,Bakgrunn,TOTN,2033.4722990960624
Scenario_B,012,Bakgrunn,TOTP,19.658344829389907
Scenario_B,012,Bakgrunn,TPP,7.460519877591726
Scenario_B,012,Bebygd,DIN,115.26434415259916
Scenario_B,012,Bebygd,SS,2055.7522089681065
Scenario_B,012,Bebygd,TDP,7.3201535960123065
Scenario_B,012,Bebygd,TOC,477.11662220321864
Scenario_B,012,Bebygd,TON,56.09216512442155
Scenario_B,012,Bebygd,TOTN,171.3565092770207
Scenario_B,012,Bebygd,TOTP,9.734884097477078
Scenario_B,012,Bebygd,TPP,2.414730501464773
Scenario_B,012,Industri,DIN,2.222766666666667
Scenario_B,012,Industri,SS,12.862308044960058
Scenario_B,012,Industri,TDP,0.10933333333333332
Scenario_B,012,Industri,TOC,343.95436666666666
Scenario_B,012,Industri,TON,5.184233333333333
Scenario_B,012,Industri,TOTN,7.407
Scenario_B,012,Industri,TOTP,0.21866666666666665
Scenario_B,012,Industri,TPP,0.10933333333333332
